Timestamp,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Blazor / C#]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Rust]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [C++ / Emscripten]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Go / TinyGo]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [AssemblyScript]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Grain]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Python]","Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Zig]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Blazor / C#],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Rust],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [C++ / Emscripten],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Go / TinyGo],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [AssemblyScript],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Grain],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Python],Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Zig],Your Current Usage - what are you using WebAssembly for at the moment?,Future impact - where do you think WebAssembly will have the most impact in the future? [Web development],Future impact - where do you think WebAssembly will have the most impact in the future? [Blockchain],Future impact - where do you think WebAssembly will have the most impact in the future? [Internet of Things],Future impact - where do you think WebAssembly will have the most impact in the future? [Serverless],Future impact - where do you think WebAssembly will have the most impact in the future? [Containerisation],Future impact - where do you think WebAssembly will have the most impact in the future? [Game Development],Future impact - where do you think WebAssembly will have the most impact in the future? [Scientific],Future impact - where do you think WebAssembly will have the most impact in the future? [Cryptography],Future impact - where do you think WebAssembly will have the most impact in the future? [Audio / Video Processing],Future impact - where do you think WebAssembly will have the most impact in the future? [Artificial Intelligence],Future features - what future WebAssembly features are you interested in? [SIMD],Future features - what future WebAssembly features are you interested in? [Garbage Collection],Future features - what future WebAssembly features are you interested in? [ECMAScript module integration],Future features - what future WebAssembly features are you interested in? [Threads],Future features - what future WebAssembly features are you interested in? [Interface Types],Future features - what future WebAssembly features are you interested in? [Module Linking],Future features - what future WebAssembly features are you interested in? [Exception handling],Future features - what future WebAssembly features are you interested in? [WASI - WebAssembly System Interface],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better build tooling],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better debugging support],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A greater breadth of supported languages],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [A stronger and more inclusive community],What WebAssembly Needs - what do you feel WebAssembly most needs to be a success in the future? [Better integration with JavaScript and browser APIs],Job Role - what most closely describes your role?,JavaScript Proficiency - how proficient are you at JavaScript?,WebAssembly Proficiency - how proficient are you at WebAssembly?,WebAssembly Experience - how long have you used or known about WebAssembly for?,Back-end Proficiency - how proficient are you at back-end development?,Industry Sector - which industry sector(s) do you work in?,Your Country or Region - where do you call home?,Current Language Usage - are there any other languages not listed about that you use?,,,Desired Usage - are there any other languages not listed about that you want to use?,"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Swift]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Swift],"Current Language Usage - which languages do you use, or have you tried using for WebAssembly development? [Java]",Desired Usage - which languages do you most want to use in the future for WebAssembly development? [Java]
6/16/2021 18:20:51,not used,not used,not used,not used,not used,not used,not used,not used,don’t want to use,want to use a little,don’t want to use,don’t want to use,want to use a little,want to use a little,don’t want to use,want to use a little,learing,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,very interested,modest interest,modest interest,no interest,very interested,modest interest,no interest,no interest,really needs this,really needs this,needs this,really needs this,doesn’t need this,Academic researcher,"Handling advanced front-end patterns (state management, data loading, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",5+ years,Able to handle complex multi-server or microservices architectures,Programming & Technical Tools,Canada,wasm text format then compile with wabt,,,one that supports async and automatically transform into https://stackblitz.com/edit/wasm-event-loop?file=README.md,not used,don’t want to use,not used,don’t want to use
6/16/2021 18:41:18,not used,not used,use frequently,not used,not used,not used,not used,not used,not heard of it,not heard of it,want to use a lot,not heard of it,want to use a little,not heard of it,not heard of it,not heard of it,"Web development, Containerisation, Game Development",some impact,Don't know :shrug:,Don't know :shrug:,very high impact,very high impact,very high impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,very interested,no interest,very interested,very interested,very interested,very interested,no interest,very interested,needs this,really needs this,doesn’t need this,doesn’t need this,really needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",4 years,Able to handle complex multi-server or microservices architectures,Entertainment,Sweden,,,,,not used,not heard of it,not used,not heard of it
6/16/2021 19:33:01,not used,not used,not used,not used,not used,not used,not used,not used,don’t want to use,don’t want to use,want to use a little,don’t want to use,want to use a little,want to use a little,don’t want to use,don’t want to use,"Web development, Containerisation, Game Development, Scientific, Cryptography",very high impact,some impact,low impact,very high impact,very high impact,some impact,low impact,some impact,some impact,low impact,very interested,modest interest,no interest,very interested,very interested,very interested,very interested,very interested,really needs this,needs this,needs this,needs this,needs this,Infosec Researcher,Not able to write any JavaScript,"I am confident in using WebAssembly, but consider it a ‘black box’",3 years,"Able to set up all-in-one CMSs (WordPress, etc.) or static site generators (Jekyll, etc.)",Molecular Dynamics,Germany,,,,Nim,not used,don’t want to use,not used,don’t want to use
6/16/2021 23:06:58,not used,use sometimes,use frequently,not used,have used occasionally,have used occasionally,not used,have used occasionally,don’t want to use,want to use a lot,want to use a little,don’t want to use,want to use a little,want to use a lot,don’t want to use,want to use a lot,Web development,very high impact,Don't know :shrug:,very high impact,very high impact,very high impact,very high impact,Don't know :shrug:,very high impact,some impact,low impact,very interested,very interested,very interested,very interested,very interested,very interested,very interested,very interested,really needs this,needs this,needs this,really needs this,needs this,"Developer, full-stack","Handling advanced front-end patterns (state management, data loading, etc.)","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",2 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Education,Indonesia,,,,,not used,not heard of it,not used,don’t want to use
6/17/2021 3:52:27,not used,use frequently,use sometimes,not used,use sometimes,not used,not used,not used,not heard of it,want to use a lot,don’t want to use,want to use a lot,want to use a lot,not heard of it,want to use a lot,not heard of it,Web development,very high impact,very high impact,very high impact,very high impact,very high impact,very high impact,some impact,some impact,very high impact,very high impact,very interested,very interested,very interested,very interested,very interested,very interested,very interested,very interested,really needs this,really needs this,really needs this,really needs this,really needs this,"Developer, full-stack","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",2 years,"Able to develop apps using pre-existing frameworks (Rails, Laravel, etc.)",Programming & Technical Tools,China,,,,,not used,don’t want to use,not used,don’t want to use
6/17/2021 11:13:39,have used occasionally,not used,use frequently,not used,not used,not used,use frequently,not used,want to use a lot,not heard of it,want to use a lot,not heard of it,not heard of it,not heard of it,not heard of it,not heard of it,"Internet of Things, Game Development, Scientific",very high impact,very high impact,very high impact,Don't know :shrug:,Don't know :shrug:,very high impact,low impact,Don't know :shrug:,very high impact,very high impact,very interested,no interest,no interest,modest interest,don’t know what it is :shrug:,modest interest,no interest,very interested,really needs this,really needs this,doesn’t need this,really needs this,really needs this,Educator,"Writing short, simple JavaScript or jQuery statements","I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",< 1 year,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Education,Switzerland,,,,,not used,not heard of it,not used,not heard of it
6/18/2021 0:13:42,not used,not used,use sometimes,have used occasionally,not used,not used,not used,use frequently,don’t want to use,don’t want to use,want to use a little,want to use a little,don’t want to use,don’t want to use,want to use a little,want to use a lot,"Web development, Internet of Things, Serverless, Cryptography",some impact,very high impact,low impact,some impact,low impact,very high impact,low impact,some impact,low impact,low impact,very interested,no interest,no interest,very interested,no interest,no interest,no interest,no interest,really needs this,really needs this,really needs this,really needs this,doesn’t need this,Senior executive/VP,Architecturing entire front-end codebases from scratch,"I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",3 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Social Media,Germany,,,,,not used,want to use a little,not used,don’t want to use
6/18/2021 3:18:24,not used,use sometimes,have used occasionally,not used,not used,not used,not used,not used,want to use a lot,want to use a lot,want to use a little,don’t want to use,want to use a little,not heard of it,don’t want to use,want to use a little,"Containerisation, Scripting",very high impact,low impact,some impact,some impact,very high impact,some impact,low impact,low impact,Don't know :shrug:,low impact,no interest,no interest,no interest,very interested,very interested,don’t know what it is :shrug:,no interest,very interested,needs this,doesn’t need this,needs this,really needs this,really needs this,Scientist,"Writing short, simple JavaScript or jQuery statements","I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",< 1 year,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Government,United States,,,,Julia,not used,don’t want to use,not used,don’t want to use
6/18/2021 3:49:40,not used,not used,not used,not used,not used,not used,not used,not used,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,don’t want to use,"Scientific, data decompression",very high impact,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,Don't know :shrug:,some impact,some impact,Don't know :shrug:,some impact,Don't know :shrug:,modest interest,no interest,no interest,no interest,no interest,no interest,no interest,no interest,really needs this,doesn’t need this,doesn’t need this,doesn’t need this,doesn’t need this,"Engineer, data",Architecturing entire front-end codebases from scratch,"I can confidently describe the inner workings of WebAssembly (wasm binary structure, linear memory)",4 years,Able to handle complex multi-server or microservices architectures,RF engineering,Canada,C++ via LLVM Clang (don't use emscripten),,,C++ via LLVM Clang (don't use emscripten),not used,don’t want to use,not used,don’t want to use
6/18/2021 7:51:41,not used,have used occasionally,use sometimes,not used,not used,not used,not used,not used,want to use a little,want to use a lot,want to use a lot,want to use a lot,want to use a lot,not heard of it,want to use a little,want to use a little,"Web development, Containerisation",very high impact,Don't know :shrug:,very high impact,very high impact,very high impact,some impact,very high impact,very high impact,very high impact,some impact,very interested,no interest,very interested,very interested,modest interest,very interested,modest interest,very interested,really needs this,really needs this,needs this,needs this,needs this,"Developer, mobile",Architecturing entire front-end codebases from scratch,"I have a reasonable understanding of how WebAssembly works (separate VM, host interface)",4 years,"Setting up an entire back-end from scratch (Go, Node.js, etc.)",Programming & Technical Tools,China,C,,,,use frequently,want to use a lot,not used,want to use a little
6/18/2021 16:43:31,not used,not used,not used,use frequently,not used,not used,not used,not used,want to use a little,not heard of it,not heard of it,want to use a lot,not heard of it,not heard of it,want to use a little,not heard of it,"Web development, Scientific",very high impact,some impact,very high impact,some impact,low impact,very high impact,very high impact,some impact,very high impact,very high impact,don’t know what it is :shrug:,modest interest,very interested,very interested,very interested,very interested,very interested,very interested,needs this,really needs this,doesn’t need this,needs this,needs this,"Developer, full-stack","Working on existing front-end codebases using modern frameworks (React, Vue, etc.)","I am confident in using WebAssembly, but consider it a ‘black box’",< 1 year,"Able to develop apps using pre-existing frameworks (Rails, Laravel, etc.)",Healthcare,Switzerland,,,,,not used,not heard of it,not used,not heard of it
